"Defined","Location","Label","Code Unit","String View","String Type","Length","Is Word"
"","0048e288","s_Thank_you_for_the_verification._H_0048e288","ds \"Thank you for the verification. Here take your bags and Username card\, you're now -> SELEKDA{%s\"","\"Thank you for the verification. Here take your bags and Username card\, you're now -> SELEKDA{%s\"","string","96","true"
